p1,p2,p3,p4,p5,p6,p7,c1,c2,c3,c4,c5
190,142,dBxLCURZS6,1,215,23,Z3qwpWHSkf,False,True,True,True,False
239,44,xZEbJHckSd,0,118,31,DSrhWPVo0c,False,False,False,True,False
143,253,CQxAUijEn1,1,200,111,TsutUf12Dw,False,False,True,True,False
255,254,xwrsOWCPlZ,0,242,121,k7tvbpqalH,False,True,False,True,False
275,39,LRlIA0xw2W,1,67,127,yZRvsc1wSa,False,False,True,True,False
51,266,zileTvB9s0,0,152,150,0ZJbDhmxRy,False,False,False,True,False
217,269,LCR4POc3Mf,0,151,283,Bhd9mDEjai,True,False,False,True,False
226,32,ID7QgvA6YR,0,119,276,h3bPewpvWM,True,False,False,True,False
118,274,ePR2nTqkVF,0,269,66,JBZWpRks2a,False,True,False,True,False
21,76,nWZLSmy7T0,0,115,57,yiAe2Kf65p,False,False,False,True,False
183,269,xE7UMF5LHJ,1,216,39,cMJIN72on8,False,True,True,True,False
233,147,Clich1bpKk,1,37,214,w5mzcLoCTX,False,False,True,True,False
40,242,bIdE0xkQlo,0,258,74,lsmJcVhI5k,False,True,False,True,False
81,86,HDrULzFBv5,0,49,248,f6JBwg9Qo2,False,False,False,True,False
3,249,d1F6PYH8wU,1,28,56,Xjl2WZ1KPR,False,False,True,True,False
25,247,ZEJhyMYVqR,1,19,167,5AdqXzTxVC,False,False,True,True,False
201,296,uwkI7aGyW8,0,61,140,uKXLM0zFDt,False,False,False,True,False
26,88,JqyYk0p7Gg,0,137,131,mzRgceMD3y,False,False,False,True,False
258,262,ySz0t21ZK4,1,51,204,7WdPV5tJQi,False,False,True,True,False
112,146,d3lwW4hgq8,1,272,81,YOxd13nj5S,False,True,True,True,False
59,7,IrzNdWJq1n,1,123,202,6BK8QxyfSk,False,False,True,False,False
32,95,1GQEzyAfKF,0,299,213,ON2oIDAVXH,False,True,False,True,False
152,38,ZSJMLKgxbT,0,78,252,b4m9iIErnw,False,False,False,True,False
255,251,TWOSXA8xLf,1,30,284,AMLXhZqpUb,True,False,True,True,False
175,252,H41IAeXFpP,0,226,171,8oTRhdxfu7,False,True,False,True,False
174,63,GybJk6fBdP,1,56,34,4JnGTBIxSe,False,False,True,True,False
171,290,waEtk42vHx,0,59,28,UshCFAl0ir,False,False,False,True,False
133,239,6Aw8BySh5F,0,297,287,sAriWGnfdK,False,True,False,True,False
70,47,s8xOFJCfGS,1,220,78,QI1zw86vpq,False,True,True,True,False
212,124,nK0Z3sAMBP,1,214,210,h9jnXNLxwU,False,True,True,True,False
238,25,9sJZiaTjto,0,103,230,RltHUzJI27,False,False,False,True,False
157,142,RmYgIDo2wP,1,220,175,2FxYGRBEqf,False,True,True,True,False
253,68,zRaP2A1DQK,1,241,297,zNZJdrYtvf,True,True,True,True,False
217,293,MW8uJ0VEGL,0,147,220,PoWtgNYljG,False,False,False,True,False
55,243,yM4T69Q5ej,1,7,192,VAEtzM3pev,False,False,True,True,False
79,231,Hd9LpvEBP1,0,34,133,cjYAtr529B,False,False,False,True,False
65,241,AFEwO1NGgS,1,122,207,TL3Ylh6Ap2,False,False,True,True,False
188,116,PmJSDuQEaY,1,284,29,jH0wGbAKQm,False,True,True,True,False
298,216,FyHVTXYomk,1,44,250,XPkWxKmLAu,True,False,True,True,False
230,291,SnhWcv3zLj,0,3,256,FQtgLClAUo,False,False,False,True,False
58,82,BYTc3rw2Dj,1,68,5,Sm170CPVuX,False,False,True,True,False
237,42,sM5PymvrYH,1,175,187,dIpcATwmCO,False,False,True,True,False
235,239,z9Z0n317bM,1,182,253,BOa1hUErZA,False,False,True,True,False
245,99,kBtArelf0M,0,156,122,kBHqxmL9Qa,False,False,False,True,False
231,265,v0sSwGabyq,1,288,116,NW0JFuZj4d,False,True,True,True,False
0,242,sg6OTWIf7P,1,127,86,1OL8eIz6Vu,False,False,True,True,False
73,107,XvN4o2ErI7,1,7,262,uQ9oXUfT4i,False,False,True,True,False
56,237,caBIy0RHYW,0,81,262,bG6xEevypd,False,False,False,True,False
83,165,fAd1keQbzt,1,226,218,yizAeTqKMh,False,True,True,True,False
249,261,o6myULZeiv,1,267,121,mUV2oQIJGh,False,True,True,True,False
72,158,8zQbBoKF4x,1,11,217,AtFL1ni3qw,False,False,True,True,False
27,195,7invJ5k3qZ,1,71,199,TK05hbwA7x,False,False,True,True,False
61,99,vtmIOpJBn5,0,200,41,zFw7rRMa69,False,False,False,True,False
56,32,QM5ifVEZto,0,183,77,jhUwJkYGEe,False,False,False,True,False
86,204,yazjnZiVxd,0,115,79,5bTzmkKrnq,False,False,False,True,False
184,167,b5RQs6rwX1,1,12,220,VzRBj7Cw5Q,False,False,True,True,False
168,214,gjbKVx3oGB,1,183,251,PJl5I1pB8h,False,False,True,True,False
72,197,foDQa8lsWG,0,5,272,UMKRty2nDZ,False,False,False,True,False
86,240,R1vs8Z73JU,0,141,114,vODN2K9ody,False,False,False,True,False
45,30,xX2Dj8YQ6A,0,48,176,aRd43szLjy,False,False,False,True,False
54,74,HRsxntLkYw,0,49,194,34DkQqyAdP,False,False,False,True,False
176,226,b2KCH9iW8j,0,230,86,qXxIMz3JiD,False,True,False,True,False
274,42,LeHMRocCvt,0,43,154,NKJs8Zvux7,False,False,False,True,False
11,278,RIXiYsFkpG,0,73,248,GFONX3Uofj,False,False,False,True,False
210,142,Gz4dhjSraA,0,239,299,kqVKmf60ba,True,True,False,True,False
30,67,3Fm7wOM0r8,1,239,167,aWgec0MYXU,False,True,True,True,False
9,187,8aQgUD2Ot0,1,29,286,RoHiulcIBW,False,False,True,True,False
290,68,hxwF41jteZ,0,260,161,vRSeYsC31x,False,True,False,True,False
25,190,1rXAwdQYUW,0,148,284,1Akt3UNV6F,False,False,False,True,False
126,145,07ZnA6wdOe,1,56,111,rw2M0zE9mb,False,False,True,True,False
178,201,pParxW7lFv,0,230,1,wdrBEC0gUT,False,True,False,True,False
52,5,cMISC90YJA,0,261,259,3HOiZSw0n6,False,True,False,False,False
94,283,hQ4ENDCkv7,0,265,145,HtGx6d51o0,False,True,False,True,False
106,264,bBCIRAdU5r,0,101,257,ZarypPEIgY,False,False,False,True,False
159,92,v2eTmwy7QB,0,60,280,WZsfr6SQoA,False,False,False,True,False
115,86,nIDVMGyWpv,0,270,170,btzWOMBlqd,False,True,False,True,False
294,125,9QNA86Hh1o,1,32,57,LnwDfkgQ0s,False,False,True,True,False
299,265,Njg2so7tpe,1,296,294,TScsxnUFkH,True,True,True,True,False
3,262,54r0AZ8GEI,0,187,67,oZCWXyKPiS,False,False,False,True,False
96,90,B5od2k3ipZ,1,271,61,q784ShVdZo,False,True,True,True,False
256,59,SYm25r4DHj,0,17,269,mnQTU25q89,True,False,False,True,False
37,220,7S2qQD1Uci,0,184,165,wHW5JTsAzg,False,False,False,True,False
120,270,kDsOpNGFvh,1,229,2,iPQT2jAu7B,False,True,True,True,False
274,102,DGVr3cAopt,1,171,96,sZ3Eqwot4z,False,False,True,True,False
232,96,3FOLlVpsqH,1,297,43,wdqXV0pO8u,False,True,True,True,False
283,103,zbPmqA2EG4,1,168,250,mrDeIpGHR2,True,False,True,True,False
185,296,ScyhsVYFnO,0,129,1,vfdh9uIlMx,False,False,False,True,False
241,281,P8uFGDA6Qa,0,253,93,uoKPnRaMH1,False,True,False,True,False
283,114,9Al8E0wbcC,1,74,42,6fYiAapKDj,False,False,True,True,False
205,252,H2SbzLg6U9,1,244,34,EN1UQzFRMI,False,True,True,True,False
23,34,gfJ6xoPrun,1,215,223,taBumhpxsi,False,True,True,True,False
163,70,rcgXhnYzUm,1,294,99,Oh7LJcjPd3,False,True,True,True,False
298,107,z5mg1TCPj3,1,176,259,Xj9Qaon37W,True,False,True,True,False
246,244,U56OtX3jzC,0,232,252,EJ2I7FoDv1,False,True,False,True,False
232,249,oaTZYQ7bzC,1,191,278,yIJiQFMLNO,True,False,True,True,False
12,216,VngKqCs6Um,0,16,291,NVOzqpXP14,False,False,False,True,False
170,295,RKDFBPT6hy,0,299,163,ZnOujYDUrl,False,True,False,True,False
264,36,GJ3IODVyea,0,200,44,yjHGpQCkmc,False,False,False,True,False
76,123,u1X4AlEGR9,0,250,144,XSuAqUb8Iw,False,True,False,True,False
88,39,c02bZPRiMS,1,258,285,NK7HUSpWn2,False,True,True,True,False
182,298,atwT1OAjLI,1,245,37,91lwT2PZkg,False,True,True,True,False
287,132,vlHt4bqnBT,1,151,161,hWIkMjnZ1z,False,False,True,True,False
135,263,vT618RmrVa,1,254,102,eaJFKtTxLh,False,True,True,True,False
210,188,uZL0pMygYH,0,81,231,lFGebZNws9,False,False,False,True,False
299,112,bQA4i86BW3,0,210,9,hy94zON3Ea,False,True,False,True,False
205,136,vGA6QMLwou,1,239,139,awSAv4qCVo,False,True,True,True,False
168,296,Cdvj8cbkml,1,158,53,wcX41IM6CP,False,False,True,True,False
209,218,dPZIpaC62s,0,106,139,4JMXWprtnv,False,False,False,True,False
175,90,vVdw5o9Jl1,1,176,298,FwEZcLTyRt,False,False,True,True,False
39,228,z1EghZy8Wr,0,41,109,HodIqFRwf0,False,False,False,True,False
39,261,arwDievC4o,0,288,252,baVsxjYr8h,False,True,True,True,False
293,8,eBSEYZDAWP,1,87,93,tnHxfFEoXS,False,False,True,False,False
177,129,u69k1zrg84,0,176,280,f7myVKJvgs,False,False,False,True,False
278,17,OfK4IlyJRu,0,103,276,FGESbhrlzd,True,False,False,True,False
201,14,j2pROKzB8x,1,105,239,O4HGZB7npc,False,False,True,True,False
137,224,Trt5iMPFA2,1,83,200,EP4u0i19Uh,False,False,True,True,False
110,108,57Jj3CnEmy,1,171,123,uGhTtxY32j,False,False,True,True,False
239,149,PWCALwe6j1,1,105,123,o5bv0w1Aj9,False,False,True,True,False
285,54,UvF0J28BuC,1,28,108,L0URXcl2MQ,False,False,True,True,False
248,198,fcEiv41FuQ,1,231,217,MutrwYg9OJ,False,True,True,True,False
122,252,zN8aGrJAnv,0,50,32,kHjxdrJy4t,False,False,False,True,False
127,189,zu62SRYd8r,1,59,152,Xk2KPUwNBJ,False,False,True,True,False
138,77,qOYncK9RNS,0,183,145,75jdleTAUW,False,False,False,True,False
284,78,wURiDpkZWo,1,214,129,E51mcN9XY8,False,True,True,True,False
10,253,wigZctNmPL,0,89,232,y7aTcx9liw,False,False,False,True,False
254,188,4IvFYnAkcM,0,101,278,vQNs2XITDm,True,False,False,True,False
250,62,Dg9OxY2pCt,1,36,192,SRTkX97nhU,False,False,True,True,False
194,122,aiwnkJYHmR,0,170,276,N3zy2XJGMB,False,False,True,True,False
260,274,Nlnirob2VB,0,92,244,wgtJFyj2n6,True,False,False,True,False
227,66,x6oDE2wWrd,1,123,275,C1YpAMHkSX,True,False,True,True,False
120,87,iVgfGjbA5p,0,240,39,m3xteRzInQ,False,True,False,True,False
64,53,wpxEXlbzU8,1,264,11,RrAQGgpVIn,False,True,True,True,False
219,122,KNiw4ILohU,1,53,176,QHyrR809B4,False,False,True,True,False
293,112,ul78imWSME,1,21,52,1V7fFnaIhw,False,False,True,True,False
265,129,4YrvOW1Dys,1,0,100,Y0wyFse6ZO,False,False,True,True,False
88,238,ZOBxsiIQA2,1,225,214,3XJUHMGVgl,False,True,True,True,False
8,4,JLFCyE41cm,1,252,128,p3L16jKvyr,False,True,True,False,False
54,185,oX9c2FYxCI,0,137,56,ai9t5CDRw3,False,False,False,True,False
144,273,x3GeQBiWrd,1,250,212,XnQ6dasP4e,False,True,True,True,False
26,61,R0JUBVzysg,0,166,186,uelrhJwYsy,False,False,False,True,False
12,127,M6cCXQ2Epa,0,178,72,M7c3bOUeds,False,False,False,True,False
9,49,AteZSPDmqQ,1,285,40,KbG4Y8CTHk,False,True,True,True,False
69,269,PMk7giFb5r,0,166,267,wB03ULRNDq,False,False,False,True,False
197,260,7lwnGfyNe2,1,51,47,ISV5B39ayD,False,False,True,True,False
299,36,17xrYVphbe,0,279,75,s9vg7b1yFz,False,True,False,True,False
264,117,sC64uY1daH,1,271,18,JqdktV4BXC,False,True,True,True,False
297,120,UCvnp39XZ1,0,52,86,uh6UzLys9w,False,False,False,True,False
9,31,hMgxIqKZj6,1,0,66,BLwz2Vv9r7,False,False,True,True,False
94,217,UecMltCdAu,0,227,186,wUjZYt05y1,False,True,False,True,False
175,257,A6dgpvK3lG,0,44,299,F9oMxljBG0,False,False,False,True,False
38,208,MSP6roTzWD,0,147,242,HZbVcj2Qe7,False,False,False,True,False
297,3,wutfh6BaK1,0,206,283,hcsmUuJeA3,True,True,False,False,False
268,234,xN0dRtvqH8,0,264,55,GjHK3MnuFN,False,True,False,True,False
93,44,vlTBQEruZI,1,273,238,UVJTRY67PF,False,True,True,True,False
83,248,cKpOUDyEB3,1,100,19,GArthwqKdB,False,False,True,True,False
54,136,auf4id8xTW,1,198,102,ZyUIfkTJbm,False,False,True,True,False
224,85,F7WESvHb8m,0,292,145,NvFyiWV3A8,False,True,False,True,False
31,84,XGzOfSP34Q,1,57,147,i2lk9zq5uR,False,False,True,True,False
102,197,6Q3H5nuMcW,1,126,225,5svRAYzWHK,False,False,True,True,False
232,72,ADF5vwdShX,0,216,275,mgCkq0yd7U,True,True,False,True,False
67,9,MflCQ7Fk6b,1,34,168,xyZAzDXtfc,False,False,True,False,False
188,169,9ESKmegJ2p,1,9,297,MpjauzO9mH,False,False,True,True,False
52,113,5goTRXMvFJ,1,142,178,QYKS57LBzf,False,False,True,True,False
4,48,Gj1EnHh6bJ,1,171,31,Qt826FMJPu,False,False,True,True,False
245,42,hYJwV7EZso,0,219,223,J30WUih9wr,False,True,False,True,False
0,231,zCkfAuFy8R,0,112,226,c6dlvtkUWi,False,False,False,True,False
2,78,VHMDjixQKC,0,188,225,Av3tzIy8c4,False,False,False,True,False
45,80,dw3zOA84YZ,0,23,113,tToUBPJlu3,False,False,False,True,False
247,234,41XBzkcfC8,0,78,299,yI0skOlEQV,True,False,False,True,False
77,110,8YfcvhMAti,1,176,29,0g3mpbBEMt,False,False,True,True,False
84,27,AiZNUY3OM9,1,100,136,H6fW8BaviJ,False,False,True,True,False
113,275,PDd2xHXQcM,1,248,193,5c9E7BrhWs,False,True,True,True,False
185,287,eURLITznNf,0,58,168,ZRS1txnU5e,False,False,False,True,False
9,29,XJQdI1FUR3,0,126,157,NFcXusZtY8,False,False,False,True,False
119,19,LnVQSUg186,0,20,209,j6cAm28KMv,False,False,False,True,False
144,33,dEAjcgmrfh,1,1,284,efa1lnVxu6,False,False,True,True,False
131,178,rWqny2CZ0H,0,276,102,w6mIsX2bC3,False,True,False,True,False
139,48,t0A7DBG2Zj,0,83,123,UbVyK5kWIu,False,False,False,True,False
16,193,bofC7zWjD5,1,83,289,r3eMBjwkKm,False,False,True,True,False
33,109,Q5lNuh7abV,1,277,167,GmxZiR7NLc,False,True,True,True,False
216,99,pOV0d64GzH,0,97,299,t94NLeVvrg,True,False,False,True,False
174,196,4eXjBv0fZL,0,230,149,oG2p0MsPDB,False,True,False,True,False
43,272,mPgX7KQIOb,1,286,77,oPp1nC8bKD,False,True,True,True,False
127,68,AyV1J2U8Rv,1,3,1,ZLUVrmWzvI,False,False,True,True,False
189,51,YSBZTujVrP,1,178,22,wGufgn0RCk,False,False,True,True,False
293,269,CShczmxaRf,0,41,43,UQNRYLKqSD,False,False,False,True,False
288,139,b2LZ8dBusi,0,34,259,vK16RImar8,True,False,False,True,False
83,272,iLVlhkMYUR,0,195,183,qvTVSNZOIM,False,False,False,True,False
38,298,KcB2M69PGv,0,49,235,zBAdFkWTDH,False,False,False,True,False
160,167,tNK3xHVA7L,0,79,130,A578QCIypn,False,False,False,True,False
56,81,dXWlOcgT02,0,15,16,icnfxwutV6,False,False,False,True,False
8,176,cLSOC2xBal,1,146,264,zVG0wjfAsX,False,False,True,True,False
169,128,FnCGlXrB5f,1,48,228,EbMjYVWdZD,False,False,True,True,False
76,231,BN7wPux86U,1,15,220,Yy0nTAzVDa,False,False,True,True,False
30,199,G30Eq87rnz,1,248,54,H3AXPuxGM1,False,True,True,True,False
93,179,Hgs35KclCL,1,133,14,OLKZhve5bo,False,False,True,True,False
240,180,BfTblXsjME,0,277,246,J6EwfcLexz,False,True,False,True,False
182,15,5Jur6jSdQN,1,4,90,jVhkES4YQI,False,False,True,True,False
78,298,tU9R86GsSc,1,97,237,gja4AkrBLF,False,False,True,True,False
130,111,Yw4DqjtKZr,1,11,47,JQebvX80Wu,False,False,True,True,False
211,113,bE3BD15Xfx,1,10,10,KPwAbSnpfs,False,False,True,True,False
130,187,RF36W0kQhz,1,250,116,7UtYcQDO6B,False,True,True,True,False
245,5,GUTuwAhidY,1,292,276,1pteSjzK5q,True,True,True,False,False
212,142,o32Cq9Pc1k,1,206,6,T2hqzHmV7J,False,True,True,True,False
64,114,6skeNbgytC,1,153,280,5Gaei7DvJ3,False,False,True,True,False
9,179,3zTtOnaM8u,1,283,86,SzFY2Zu1w7,False,True,True,True,False
126,198,oQh5NsYwEr,1,63,295,3RTx0glmhi,False,False,True,True,False
246,289,rSYgLpOVWJ,1,162,118,3EDQfAW1eT,False,False,True,True,False
194,23,DfJrOTHmkS,1,15,55,AqndKTXo34,False,False,True,True,False
53,264,bUcGr27zhI,0,153,190,sIihRQ2vFq,False,False,False,True,False
92,36,tG2pJbxvwh,0,129,1,ZbXGwyNBUa,False,False,False,True,False
173,166,kmrNYwCMPE,0,212,158,UMegZwov9q,False,True,False,True,False
136,80,AZeoY62pqn,0,269,196,ZlmFqjLb8Y,False,True,False,True,False
84,30,EIWOmjRxnr,1,274,3,CklevM8DGK,False,True,True,True,False
42,217,eR6nhA7vjG,0,294,174,ZN4eCv08pR,False,True,False,True,False
281,42,2rPSlbQERg,0,272,187,wxcJhYoWDV,False,True,False,True,False
227,228,H2VTdwrEje,1,266,126,tAQo7TDaiz,False,True,True,True,False
79,210,h56WbCPK0g,0,164,126,FAaEqp2WGe,False,False,False,True,False
191,199,VNbLyXBDKS,0,84,141,MmRsYth1yJ,False,False,False,True,False
127,12,m4wjS8P6yW,1,177,179,W2fhK9TsOp,False,False,True,True,False
159,179,ewC1ju9FP2,0,38,286,6AIbutFyU3,False,False,False,True,False
264,16,W6HAOR58Vg,1,200,72,18gaFMqtbJ,False,False,True,True,False
285,138,TpAXUEe13s,0,75,180,SnZY0C18ko,False,False,False,True,False
47,244,Ny2ms6kSrV,1,18,226,8gk71fsTIp,False,False,True,True,False
252,121,yU1XIDiMTt,1,26,144,Ek2s3eQxd6,False,False,True,True,False
133,290,xXYTbRH8m5,1,299,249,kHBpbMVKTv,False,True,True,True,False
45,140,o5KIZhiczG,1,61,59,RMZeUFKaNt,False,False,True,True,False
132,200,dwK7BQoMUq,1,132,298,KNkaOJd7v6,False,False,True,True,False
26,158,1qgfSsBaQ3,0,253,208,rbcSUy3sqM,False,True,False,True,False
224,140,Wj6GQuqI2i,0,95,211,rftsqenabT,False,False,False,True,False
262,273,ijlxAruBga,1,193,280,rlm0I1w7TO,True,False,True,True,False
221,110,UC9djgybzY,0,141,3,3rXPtgZdap,False,False,False,True,False
29,279,XQztNFU6uS,0,158,159,qKdNBlE1sf,False,False,False,True,False
222,62,HF0Cg7b8xR,0,249,253,aduUADegjv,False,True,False,True,False
154,145,3FpRaKQdh2,0,20,57,AZhVnqbiKX,False,False,False,True,False
177,99,KXot6AmnDk,0,90,280,2LIPgRTqMc,False,False,False,True,False
121,213,zsiOgNLTG8,0,80,128,7WJePE5uZz,False,False,False,True,False
218,269,pBe4mRj1It,1,144,266,G7xdliV8BL,False,False,True,True,False
232,61,KSavHruMms,1,247,147,X4zeFuUkjg,False,True,True,True,False
18,166,BpnG21KUL0,0,29,86,Ey1c62uWSe,False,False,False,True,False
98,255,w3QSol9bsG,0,2,100,Wb2knF16a9,False,False,False,True,False
216,179,uiv5FVlfnx,0,208,118,WFZK0bYVr1,False,True,False,True,False
87,136,vy8ApMuHhQ,0,176,123,cvoz486KHi,False,False,False,True,False
25,145,VBoQWuLJg8,1,15,149,41SEH0KPpc,False,False,True,True,False
53,185,pULZqjuMRC,1,290,41,G7JrAfdqIZ,False,True,True,True,False
100,33,iulMQLy8sN,1,227,67,qwTxyU2OeF,False,True,True,True,False
126,139,c1OmL2vVsF,0,7,240,2T9VQbKwCF,False,False,False,True,False
121,131,6z9SkPodcY,1,172,61,V1CBixmSID,False,False,True,True,False
177,294,kysGDJI3mE,1,91,49,7OXtANIWUY,False,False,True,True,False
130,77,9zgvZCU6ew,0,124,48,ju0JfMzrkH,False,False,False,True,False
173,147,WT2FUK7Ys0,1,14,241,w3uvZDlXHR,False,False,True,True,False
32,217,PEMtwRSkbA,0,87,101,A3bPUy15HB,False,False,False,True,False
216,165,VijyBn3p6E,0,126,104,xRcMF60jpG,False,False,False,True,False
268,37,qdXulPKwTV,1,194,102,ZcXpAC0q2j,False,False,True,True,False
180,72,pLCRDefP73,1,73,185,CzsGN2RSbB,False,False,True,True,False
20,142,cElMqSpQ45,0,7,233,G3Fy2qfwnh,False,False,False,True,False
101,293,kAHUa05mQP,0,100,52,h7MFljqbSB,False,False,False,True,False
208,140,NTPKMHtRrx,0,223,7,CDFEeb1BAa,False,True,False,True,False
173,161,OP6KXtIW4g,0,221,155,NizBjMudlJ,False,True,False,True,False
274,125,hwVI96XxiD,0,199,75,XKL80S25wY,False,False,False,True,False
251,246,M8o3KaPYgf,1,132,211,I5B79PbUnZ,False,False,True,True,False
89,36,NchiqZwn2S,0,136,96,rsxDRIbf7K,False,False,False,True,False
44,286,zLGNW1nqit,1,26,172,M21SKOmuxZ,False,False,True,True,False
67,198,2ndsRmAt8Y,0,273,30,WFZAG0HQ1h,False,True,False,True,False
173,157,imgJbecZ7W,1,104,236,r0Ru315IZQ,False,False,True,True,False
206,174,sSwjr7gAtD,0,105,39,R8YOy5Zh73,False,False,False,True,False
289,297,djuUPKQzOi,1,269,141,ko35l4a6Jf,False,True,True,True,False
8,54,rgsXjnYlyN,1,118,95,xSOTQciZGv,False,False,True,True,False
106,64,ToLZ4B2ykq,0,198,123,9PtaBEdvxF,False,False,False,True,False
287,199,lEf1TU0Wz7,0,75,120,kc4iXnWmG9,False,False,False,True,False
252,85,j5XmTahUe8,1,5,169,iOGQaEAJTj,False,False,True,True,False
28,228,eCpJcU2ARM,0,31,294,9hD47QVJZB,False,False,False,True,False
100,249,cjKCnzWU3f,0,52,100,X07QSD2iMA,False,False,False,True,False
227,76,K5FAleMq3u,1,114,122,1NEeSxphKa,False,False,True,True,False
136,210,x5ri7dg3eF,0,140,272,pJ7L2wjR4Q,False,False,False,True,False
19,70,jHQJlboNhC,1,175,130,eg3YPHdN7a,False,False,True,True,False
182,77,1JKfOgqjw7,1,57,194,V7ukmeaSwA,False,False,True,True,False
71,87,uxMwU8qSaV,1,118,273,ruo97KHcZ2,False,False,True,True,False
165,81,gyGdacfv1F,0,271,298,jiK3g0MIka,False,True,False,True,False
290,26,BHbjTG2fM7,1,169,74,6d9m5I8wAN,False,False,True,True,False
186,263,8zWe9BqFNR,0,170,128,1txmS3qOEd,False,False,False,True,False
123,79,BvS2znkcsO,0,237,229,vZUMIVRxJK,False,True,False,True,False
96,253,Vd7lKQ31Gb,1,120,121,WhTk2EGqKu,False,False,True,True,False
221,238,p2r9mZENan,0,89,215,G5BhVKR246,False,False,False,True,False
170,134,2VSpql8MYz,0,269,19,5kwglvMPKY,False,True,False,True,False
170,51,YEdqn4pgJf,0,70,130,FYkL7PgXip,False,False,False,True,False
64,123,8i5moSaxWs,0,90,111,UPcFkS2NbA,False,False,False,True,False
190,147,3vwxj2oK9M,1,82,81,t0RdTi2XWB,False,False,True,True,False
95,237,n1Z8zuYJBU,1,168,239,2MazXPNSgE,False,False,True,True,False
108,123,gumDrZjPMn,1,289,244,Z2VE8psOuz,False,True,True,True,False
123,65,75okjI2Hfd,0,105,298,VsAuqCPWBx,False,False,False,True,False
275,247,Ui8a0szoSH,0,24,219,wT9YPjQUOW,False,False,False,True,False
19,143,7gil5UVQAd,1,52,52,DzlnYTdONM,False,False,True,True,False
190,29,mFjhfobvV8,0,227,299,Ub0pIHeoWN,False,True,False,True,False
297,227,UapkClDocW,0,266,75,4hH5ve8qom,False,True,False,True,False
229,86,jT0Pag64du,0,122,197,LVh69qnBv0,False,False,False,True,False
227,208,qvJlw9HAYx,0,233,140,T7dSbt03Ew,False,True,False,True,False
1,208,L9G3fRep4C,0,268,91,wS8e4jrqPz,False,True,False,True,False
272,57,ZFDNgb9YQO,1,234,23,QK0pl9xYEo,False,True,True,True,False
145,18,uxqDnw8OYh,1,173,202,V5CGZSFAUi,False,False,True,True,False
143,82,RKU7uzJ06o,0,240,32,Xh9qRYk0uU,False,True,False,True,False
74,212,QmfstSFLqe,1,3,200,vNxOuLEn2q,False,False,True,True,False
146,254,8KwP9VER2d,1,2,226,NyO5a40nL7,False,False,True,True,False
221,137,Ge5809su4X,0,155,6,C0SGqNw8r9,False,False,False,True,False
225,13,VSwlivdLX1,0,249,30,Ll3oWH7yJg,False,True,False,True,False
270,6,U2g8mz5YGS,1,299,122,9JTuz4agx0,False,True,True,False,False
104,96,GktXKPpma9,0,99,145,Plc5V0rhk7,False,False,False,True,False
4,84,oW435kInwK,0,43,92,YluH567vaQ,False,False,False,True,False
214,190,W7QdpAP36J,1,234,181,ogFPyZjCOI,False,True,True,True,False
158,32,TeDo9dnl3q,1,215,216,2Q90MVXUdu,False,True,True,True,False
247,89,GSPBUNOcCL,1,276,151,JS0HinRv3t,False,True,True,True,False
150,1,JZ2mryoQ6C,1,85,22,xDnHKJtcgf,False,False,True,False,False
275,232,Yg80XkpNRh,1,123,165,yxawqJNOpH,False,False,True,True,False
29,176,uBAyN9ps0l,1,20,82,j9Xe7Hzu1S,False,False,True,True,False
273,49,LDo6NguZSC,0,215,201,MyiX8U0lCm,False,True,False,True,False
239,66,IUWcV4QrnT,1,152,295,6OVRdvlLEX,True,False,True,True,False
59,244,QNuZoGHmSW,1,124,150,Gma7dTycfH,False,False,True,True,False
28,159,0pXTDoWY1U,1,112,193,iWu5pGUkyB,False,False,True,True,False
227,89,zAPGx4KNou,0,199,86,YpgnDs0JZo,False,False,False,True,False
151,190,icbACdh9gW,1,128,185,8zxema2Hw3,False,False,True,True,False
291,64,jHVJIyUtYd,0,255,105,9lAzPV8Jh2,False,True,False,True,False
244,77,Gfog2FqTMb,0,249,130,EPm0SkxVuc,False,True,False,True,False
48,102,tNIv0D8dp4,0,35,64,A8NLkTQJyU,False,False,False,True,False
35,91,4EHcXMWBKm,1,163,231,7IGoEwCpLm,False,False,True,True,False
92,163,TuXVQJON3b,0,258,270,2W4eFafQrK,False,True,False,True,False
36,210,t8uYos1feU,0,219,178,4JpIRC7TlA,False,True,False,True,False
178,66,bxygnIMEXS,0,112,259,pLdDyogGqv,False,False,False,True,False
54,40,4CkI9GVOzs,1,76,250,Wvt2CB7ESY,False,False,True,True,False
178,163,t1U85wf3Dc,1,153,287,iOC7kc2INe,False,False,True,True,False
174,139,Ke1fA2C7gl,1,158,99,fVeQFtOxcP,False,False,True,True,False
97,143,LmrA7kjBDc,0,147,63,LDGuq4yc9T,False,False,False,True,False
227,282,4BwIp8dfiK,1,27,137,aCp1m4MET0,False,False,True,True,False
171,55,vq3NoyxGLZ,0,27,165,ZTK9Hf01CS,False,False,False,True,False
299,250,70UiC9o1Ef,1,223,235,QzgC5jRpwc,True,True,True,True,False
147,292,EdfPSyLwYV,0,205,172,4dMSpYXowV,False,True,False,True,False
206,93,byX1DpHgU4,1,252,214,hPkIjXYJyR,False,True,True,True,False
287,21,K7S3cTHtlE,1,163,208,KQw8YOMPCk,False,False,True,True,False
287,128,vkAEuDSpz0,0,286,101,QvJyYxSz36,False,True,False,True,False
